Time,LAT
1.629,288.6
1.630,285.6
1.631,271.6
1.632,229.6
1.633,239.6
1.634,270.6
1.635,271.6
1.636,145.6
1.637,40.63
1.638,-7.374
1.639,-69.38
1.640,-126.4
1.641,-99.38
1.642,-56.38
1.643,-2.384
1.644,43.63
1.645,-35.37
1.646,-48.38
1.647,-57.38
1.648,-47.38
1.649,-114.4
1.650,-200.4
1.651,-243.4
1.652,-151.4
1.653,-38.38
1.654,24.63
1.655,66.62
1.656,86.62
1.657,88.61
1.658,62.62
1.659,103.6
1.660,102.6
1.661,104.6
1.662,76.63
1.663,58.63
1.664,42.63
1.665,14.62
1.666,-91.39
1.667,-112.4
1.668,-3.379
1.669,53.64
1.670,33.62
1.671,-48.38
1.672,-110.4
1.673,-67.37
1.674,55.63
1.675,60.63
1.676,44.62
1.677,-42.38
1.678,-103.4
1.679,-59.38
1.680,-68.37
1.681,-132.4
1.682,-139.4
1.683,-126.4
1.684,-83.38
1.685,-170.4
1.686,-248.4
1.687,-146.4
1.688,16.61
1.689,116.6
1.690,205.6
1.691,274.6
1.692,288.6
1.693,264.6
1.694,169.6
1.695,108.6
1.696,24.63
1.697,-81.38
1.698,-317.4
1.699,-506.4
1.700,-337.4
1.701,-79.37
1.702,96.63
1.703,126.6
1.704,-19.39
1.705,-43.37
1.706,-59.38
1.707,-112.4
1.708,140.6
1.709,260.6
1.710,260.6
1.711,200.6
1.712,292.6
1.713,253.6
1.714,266.6
1.715,174.6
1.716,113.6
1.717,8.621
1.718,-71.37
1.719,-109.4
1.720,-191.4
1.721,-273.4
1.722,-328.4
1.723,-216.4
1.724,-53.37
1.725,5.621
1.726,97.63
1.727,134.6
1.728,195.6
1.729,205.6
1.730,139.6
1.731,50.62
1.732,18.63
1.733,-75.38
1.734,-142.4
1.735,-146.4
1.736,-113.4
1.737,-109.4
1.738,-207.4
1.739,-155.4
1.740,-32.37
1.741,36.63
1.742,37.63
1.743,-25.37
1.744,-6.379
1.745,60.63
1.746,26.62
1.747,-14.37
1.748,-10.37
1.749,22.63
1.750,-39.38
1.751,-26.38
1.752,-45.38
1.753,-104.4
1.754,-123.4
1.755,-70.37
1.756,69.62
1.757,-0.3632
1.758,36.63
1.759,163.6
1.760,204.6
1.761,231.6
1.762,241.6
1.763,173.6
1.764,95.62
1.765,15.62
1.766,-22.39
1.767,-33.38
1.768,-55.39
1.769,-63.38
1.770,-78.38
1.771,-95.38
1.772,-189.4
1.773,-279.4
1.774,-285.4
1.775,-186.4
1.776,-87.38
1.777,-7.374
1.778,107.6
1.779,98.62
1.780,12.62
1.781,-205.4
1.782,-265.4
1.783,-111.4
1.784,117.6
1.785,245.6
1.786,237.6
1.787,164.6
1.788,224.6
1.789,298.6
1.790,300.6
1.791,72.63
1.792,-59.38
1.793,46.63
1.794,67.61
1.795,76.63
1.796,-158.4
1.797,-285.4
1.798,-333.4
1.799,-292.4
1.800,-209.4
1.801,-139.4
1.802,5.621
1.803,144.6
1.804,247.6
1.805,251.6
1.806,112.6
1.807,-47.38
1.808,-136.4
1.809,-255.4
1.810,-194.4
1.811,88.61
1.812,119.6
1.813,173.6
1.814,187.6
1.815,214.6
1.816,263.6
1.817,263.6
1.818,195.6
1.819,82.63
1.820,-71.37
1.821,-132.4
1.822,-160.4
1.823,-119.4
1.824,-231.4
1.825,-199.4
1.826,-106.4
1.827,9.616
1.828,79.63
1.829,44.62
1.830,80.62
1.831,111.6
1.832,68.62
1.833,0.6316
1.834,-95.38
1.835,-121.4
1.836,-45.38
1.837,15.62
1.838,63.62
1.839,48.62
1.840,-88.37
1.841,-182.4
1.842,-64.37
1.843,-77.38
1.844,-215.4
1.845,-236.4
1.846,-42.38
1.847,76.63
1.848,162.6
1.849,90.63
1.850,96.63
1.851,186.6
1.852,274.6
1.853,284.6
1.854,145.6
1.855,57.63
1.856,8.621
1.857,-148.4
1.858,-155.4
1.859,-155.4
1.860,-124.4
1.861,-69.38
1.862,-103.4
1.863,-67.37
1.864,-75.38
1.865,-245.4
1.866,-255.4
1.867,-187.4
1.868,50.62
1.869,210.6
1.870,290.6
1.871,239.6
1.872,217.6
1.873,78.63
1.874,-51.38
1.875,-40.39
1.876,-36.36
1.877,-95.38
1.878,-11.38
1.879,56.62
1.880,108.6
1.881,115.6
1.882,28.63
1.883,-31.37
1.884,-98.38
1.885,-112.4
1.886,1.626
1.887,61.63
1.888,-49.37
1.889,7.626
1.890,81.61
1.891,124.6
1.892,154.6
1.893,106.6
1.894,38.62
1.895,62.62
1.896,51.62
1.897,8.621
1.898,-67.37
1.899,-165.4
1.900,-175.4
1.901,-169.4
1.902,-95.38
1.903,-0.3632
1.904,50.62
1.905,76.63
1.906,68.62
1.907,5.621
1.908,-7.374
1.909,-35.37
1.910,-147.4
1.911,-319.4
1.912,-435.4
1.913,-324.4
1.914,-99.38
1.915,144.6
1.916,239.6
1.917,277.6
1.918,246.6
1.919,205.6
1.920,85.63
1.921,30.62
1.922,-84.38
1.923,-60.38
1.924,36.63
1.925,33.62
1.926,55.63
1.927,115.6
1.928,136.6
1.929,39.63
1.930,-6.379
1.931,-33.38
1.932,-66.38
1.933,5.621
1.934,3.632
1.935,-29.38
1.936,-57.38
1.937,-35.37
1.938,-63.38
1.939,-167.4
1.940,-72.36
1.941,50.62
1.942,101.6
1.943,116.6
1.944,45.62
1.945,-29.38
1.946,-28.37
1.947,45.62
1.948,35.64
1.949,41.62
1.950,-35.37
1.951,-15.38
1.952,18.63
1.953,-46.37
1.954,-79.37
1.955,-90.39
1.956,-42.38
1.957,47.62
1.958,78.63
1.959,80.62
1.960,47.62
1.961,-19.39
1.962,-55.39
1.963,-170.4
1.964,-134.4
1.965,-57.38
1.966,-204.4
1.967,-297.4
1.968,-23.38
1.969,213.6
1.970,348.6
1.971,317.6
1.972,241.6
1.973,244.6
1.974,204.6
1.975,88.61
1.976,-3.379
1.977,-75.38
1.978,-85.37
1.979,-87.38
1.980,-89.37
1.981,-69.38
1.982,-75.38
1.983,-87.38
1.984,-55.39
1.985,-86.37
1.986,-135.4
1.987,-223.4
1.988,-165.4
1.989,-148.4
1.990,-231.4
1.991,-174.4
1.992,101.6
1.993,231.6
1.994,224.6
1.995,213.6
1.996,113.6
1.997,144.6
1.998,106.6
1.999,-6.379
2.000,-148.4
2.001,-175.4
2.002,7.626
2.003,164.6
2.004,182.6
2.005,143.6
2.006,90.63
2.007,34.61
2.008,3.632
2.009,-92.38
2.010,-269.4
2.011,-235.4
2.012,-76.39
2.013,81.61
2.014,173.6
2.015,136.6
2.016,34.61
2.017,-48.38
2.018,-18.36
2.019,32.62
2.020,7.626
2.021,-50.37
2.022,-11.38
2.023,-1.389
2.024,-10.37
2.025,-54.36
2.026,3.632
2.027,18.63
2.028,3.632
2.029,-24.38
2.030,-60.38
2.031,-131.4
2.032,-53.37
2.033,-14.37
2.034,7.626
2.035,39.63
2.036,41.62
2.037,36.63
2.038,49.61
2.039,72.63
2.040,59.62
2.041,47.62
2.042,-21.38
2.043,-259.4
2.044,-425.4
2.045,-269.4
2.046,-53.37
2.047,178.6
2.048,224.6
2.049,252.6
2.050,276.6
2.051,210.6
2.052,107.6
2.053,30.62
2.054,29.62
2.055,64.63
2.056,17.64
2.057,-95.38
2.058,-160.4
2.059,-166.4
2.060,-163.4
2.061,-65.38
2.062,-16.37
2.063,14.62
2.064,34.61
2.065,85.63
2.066,140.6
2.067,12.62
2.068,-103.4
2.069,-90.39
2.070,-43.37
2.071,-0.3632
2.072,-58.39
2.073,-114.4
2.074,-113.4
2.075,-10.37
2.076,79.63
2.077,148.6
2.078,87.61
2.079,122.6
2.080,113.6
2.081,72.63
2.082,35.64
2.083,24.63
2.084,41.62
2.085,55.63
2.086,-103.4
2.087,-170.4
2.088,-64.37
2.089,-103.4
2.090,-140.4
2.091,-232.4
2.092,-234.4
2.093,-152.4
2.094,-24.38
2.095,172.6
2.096,207.6
2.097,214.6
2.098,290.6
2.099,236.6
2.100,136.6
2.101,49.61
2.102,-28.37
2.103,-37.39
2.104,-27.38
2.105,-15.38
2.106,12.62
2.107,26.62
2.108,-27.38
2.109,-87.38
2.110,-143.4
2.111,-195.4
2.112,-129.4
2.113,-60.38
2.114,-64.37
2.115,-83.38
2.116,-30.38
2.117,-8.384
2.118,-19.39
2.119,-31.37
2.120,60.63
2.121,44.62
2.122,69.62
2.123,86.62
2.124,93.63
2.125,127.6
2.126,126.6
2.127,105.6
2.128,90.63
2.129,83.62
2.130,32.62
2.131,-5.384
2.132,-23.38
2.133,-37.39
2.134,-41.38
2.135,-43.37
2.136,-139.4
2.137,-187.4
2.138,-207.4
2.139,-113.4
2.140,5.621
2.141,78.63
2.142,95.62
2.143,-16.37
2.144,-62.38
2.145,-15.38
2.146,16.61
2.147,-11.38
2.148,-61.37
2.149,-15.38
2.150,84.61
2.151,112.6
2.152,50.62
2.153,-42.38
2.154,-103.4
2.155,-125.4
2.156,-35.37
2.157,65.62
2.158,133.6
2.159,162.6
2.160,121.6
2.161,75.63
2.162,70.61
2.163,-5.384
2.164,-185.4
2.165,-203.4
2.166,-102.4
2.167,-18.36
2.168,65.62
2.169,76.63
2.170,40.63
2.171,23.62
2.172,28.63
2.173,-43.37
2.174,-51.38
2.175,-18.36
2.176,2.621
2.177,67.61
2.178,108.6
2.179,81.61
2.180,20.62
2.181,-13.37
2.182,-45.38
2.183,-44.38
2.184,-23.38
2.185,-143.4
2.186,-124.4
2.187,-37.39
2.188,-17.37
2.189,35.64
2.190,52.61
2.191,68.62
2.192,114.6
2.193,87.61
2.194,63.62
2.195,78.63
2.196,46.63
2.197,-8.384
2.198,-66.38
2.199,-77.38
2.200,-87.38
2.201,-55.39
2.202,-17.37
2.203,-49.37
2.204,-57.38
2.205,-78.38
2.206,-63.38
2.207,-48.38
2.208,-68.37
2.209,-113.4
2.210,7.626
2.211,117.6
2.212,126.6
2.213,128.6
2.214,76.63
2.215,68.62
2.216,106.6
2.217,48.62
2.218,-8.384
2.219,-13.37
2.220,-1.389
2.221,-17.37
2.222,-21.38
2.223,-29.38
2.224,-12.38
2.225,-13.37
2.226,-2.384
2.227,-2.384
2.228,-14.37
2.229,-22.39
2.230,-24.38
2.231,-20.38
2.232,-19.39
2.233,-15.38
2.234,-13.37
2.235,-11.38
2.236,-9.379
2.237,-6.379
2.238,-8.384
2.239,-15.38
2.240,-15.38
2.241,-10.37
2.242,-8.384
2.243,-5.384
2.244,-2.384
2.245,3.632
2.246,5.621
2.247,12.62
2.248,3.632
2.249,-3.379
2.250,-4.389
2.251,-5.384
2.252,-4.389
2.253,-11.38
2.254,-15.38
2.255,-16.37
2.256,-18.36
2.257,-15.38
2.258,-7.374
2.259,0.6316
2.260,4.626
2.261,-0.3632
2.262,4.626
2.263,5.621
2.264,16.61
2.265,26.62
2.266,26.62
2.267,16.61
2.268,-2.384
2.269,-10.37
2.270,-13.37
2.271,-9.379
2.272,-8.384
2.273,-5.384
2.274,-0.3632
2.275,1.626
2.276,4.626
2.277,19.63
2.278,22.63
2.279,24.63
2.280,15.62
2.281,2.621
2.282,5.621
2.283,13.61
2.284,12.62
2.285,15.62
2.286,17.64
2.287,26.62
2.288,24.63
2.289,12.62
2.290,11.62
2.291,6.632
2.292,-1.389
2.293,-5.384
2.294,-10.37
2.295,-16.37
2.296,-16.37
2.297,-15.38
2.298,-15.38
2.299,-13.37
2.300,-16.37
2.301,-11.38
2.302,-12.38
2.303,-13.37
2.304,-14.37
2.305,-19.39
2.306,-22.39
2.307,-22.39
2.308,-14.37
2.309,-11.38
2.310,-2.384
2.311,-3.379
2.312,-5.384
2.313,-12.38
2.314,-2.384
2.315,12.62
2.316,26.62
2.317,28.63
2.318,23.62
2.319,18.63
2.320,12.62
2.321,21.63
2.322,29.62
2.323,40.63
2.324,31.61
2.325,13.61
2.326,-2.384
2.327,-11.38
2.328,-13.37
2.329,-16.37
2.330,-16.37
2.331,-19.39
2.332,-22.39
2.333,-20.38
2.334,-11.38
2.335,-8.384
2.336,2.621
2.337,8.621
2.338,15.62
2.339,20.62
2.340,20.62
2.341,16.61
2.342,8.621
2.343,0.6316
2.344,-5.384
2.345,-15.38
2.346,-19.39
2.347,-26.38
2.348,-25.37
2.349,-26.38
2.350,-24.38
2.351,-20.38
2.352,-0.3632
2.353,15.62
2.354,18.63
2.355,13.61
2.356,7.626
2.357,5.621
2.358,8.621
2.359,18.63
2.360,16.61
2.361,13.61
2.362,1.626
2.363,-0.3632
2.364,-2.384
2.365,3.632
2.366,-1.389
2.367,-2.384
2.368,-0.3632
2.369,-3.379
2.370,-5.384
2.371,-5.384
2.372,-8.384
2.373,-9.379
2.374,-14.37
2.375,-20.38
2.376,-23.38
2.377,-26.38
2.378,-25.37
2.379,-25.37
2.380,-25.37
2.381,-21.38
2.382,-10.37
2.383,2.621
2.384,5.621
2.385,18.63
2.386,26.62
2.387,34.61
2.388,23.62
2.389,21.63
2.390,11.62
2.391,0.6316
2.392,-16.37
2.393,-24.38
2.394,-27.38
2.395,-28.37
2.396,-30.38
2.397,-29.38
2.398,-27.38
2.399,-18.36
2.400,-0.3632
2.401,7.626
2.402,11.62
2.403,19.63
2.404,21.63
2.405,25.63
2.406,27.62
2.407,24.63
2.408,32.62
2.409,34.61
2.410,22.63
2.411,11.62
2.412,-1.389
2.413,-14.37
2.414,-25.37
2.415,-31.37
2.416,-24.38
2.417,-17.37
2.418,-10.37
2.419,2.621
2.420,26.62
2.421,39.63
2.422,30.62
2.423,14.62
2.424,-0.3632
2.425,-9.379
2.426,-5.384
2.427,-6.379
2.428,-8.384
2.429,-14.37
2.430,-12.38
2.431,-1.389
2.432,1.626
2.433,8.621
2.434,9.616
2.435,12.62
2.436,16.61
2.437,22.63
2.438,22.63
2.439,19.63
2.440,7.626
2.441,3.632
2.442,-7.374
2.443,-7.374
2.444,-7.374
2.445,-7.374
2.446,-8.384
2.447,-8.384
2.448,-18.36
2.449,-27.38
2.450,-31.37
2.451,-33.38
2.452,-31.37
2.453,-29.38
2.454,-18.36
2.455,-2.384
2.456,11.62
2.457,21.63
2.458,17.64
2.459,20.62
2.460,38.62
2.461,47.62
2.462,32.62
2.463,18.63
2.464,6.632
2.465,-0.3632
2.466,-4.389
2.467,-6.379
2.468,-5.384
2.469,-7.374
2.470,-8.384
2.471,-6.379
2.472,-1.389
2.473,-2.384
2.474,-9.379
2.475,-14.37
2.476,-19.39
2.477,-25.37
2.478,-20.38
2.479,-19.39
2.480,-13.37
2.481,-13.37
2.482,-13.37
2.483,-9.379
2.484,-5.384
2.485,2.621
2.486,8.621
2.487,18.63
2.488,15.62
2.489,7.626
2.490,-1.389
2.491,2.621
2.492,13.61
2.493,23.62
2.494,17.64
2.495,7.626
2.496,0.6316
2.497,2.621
2.498,0.6316
2.499,-2.384
2.500,-9.379
2.501,-17.37
2.502,-22.39
2.503,-31.37
2.504,-27.38
2.505,-16.37
2.506,-6.379
2.507,1.626
2.508,6.632
2.509,17.64
2.510,34.61
2.511,49.61
2.512,42.63
2.513,20.62
2.514,-0.3632
2.515,-11.38
2.516,-25.37
2.517,-25.37
2.518,-28.37
2.519,-20.38
2.520,-14.37
2.521,-1.389
2.522,0.6316
2.523,-0.3632
2.524,-0.3632
2.525,5.621
2.526,3.632
2.527,-0.3632
2.528,-5.384
2.529,-7.374
2.530,2.621
2.531,6.632
2.532,0.6316
2.533,2.621
2.534,20.62
2.535,39.63
2.536,44.62
2.537,32.62
2.538,19.63
2.539,6.632
2.540,-0.3632
2.541,-0.3632
2.542,-15.38
2.543,-29.38
2.544,-34.37
2.545,-32.37
2.546,-34.37
2.547,-34.37
2.548,-16.37
2.549,4.626
2.550,18.63
2.551,19.63
2.552,26.62
2.553,37.63
2.554,42.63
2.555,31.61
2.556,16.61
2.557,1.626
2.558,-10.37
2.559,-14.37
2.560,-19.39
2.561,-20.38
2.562,-14.37
2.563,-9.379
2.564,-11.38
2.565,-7.374
2.566,1.626
2.567,6.632
2.568,12.62
2.569,7.626
2.570,0.6316
2.571,-0.3632
2.572,-4.389
2.573,-7.374
2.574,-3.379
2.575,-7.374
2.576,-7.374
2.577,-8.384
2.578,-14.37
2.579,-12.38
2.580,-12.38
2.581,-9.379
2.582,-9.379
2.583,-7.374
2.584,-0.3632
2.585,12.62
2.586,15.62
2.587,14.62
2.588,12.62
2.589,8.621
2.590,0.6316
2.591,-1.389
2.592,-5.384
2.593,-9.379
2.594,-12.38
2.595,-16.37
2.596,-21.38
2.597,-17.37
2.598,-14.37
2.599,-8.384
2.600,-8.384
2.601,1.626
2.602,16.61
2.603,16.61
2.604,11.62
2.605,10.63
2.606,7.626
2.607,11.62
2.608,20.62
2.609,14.62
2.610,-1.389
2.611,-10.37
2.612,-15.38
2.613,-17.37
2.614,-11.38
2.615,-3.379
2.616,0.6316
2.617,-1.389
2.618,-12.38
2.619,-7.374
2.620,11.62
2.621,23.62
2.622,15.62
2.623,1.626
2.624,0.6316
2.625,2.621
2.626,16.61
2.627,13.61
2.628,10.63
2.629,14.62
2.630,12.62
2.631,11.62
2.632,6.632
2.633,-2.384
2.634,-7.374
2.635,-10.37
2.636,-8.384
2.637,-4.389
2.638,-9.379
2.639,-9.379
2.640,-10.37
2.641,-3.379
2.642,0.6316
2.643,3.632
2.644,6.632
2.645,3.632
2.646,8.621
2.647,3.632
2.648,3.632
2.649,-0.3632
2.650,-5.384
2.651,-10.37
2.652,-11.38
2.653,-15.38
2.654,-14.37
2.655,-13.37
2.656,-7.374
2.657,-7.374
2.658,-8.384
2.659,-7.374
2.660,-3.379
2.661,3.632
2.662,10.63
2.663,13.61
2.664,26.62
2.665,14.62
2.666,-0.3632
2.667,-3.379
2.668,-4.389
2.669,-5.384
2.670,-1.389
2.671,2.621
2.672,7.626
2.673,8.621
2.674,-0.3632
2.675,-9.379
2.676,-9.379
2.677,-6.379
2.678,-1.389
2.679,4.626
2.680,13.61
2.681,24.63
2.682,21.63
2.683,8.621
2.684,1.626
2.685,-0.3632
2.686,-5.384
2.687,-6.379
2.688,-8.384
2.689,-11.38
2.690,-12.38
2.691,-16.37
2.692,-16.37
2.693,-9.379
2.694,-13.37
2.695,-14.37
2.696,-10.37
2.697,-8.384
2.698,-4.389
2.699,-5.384
2.700,0.6316
2.701,8.621
2.702,2.621
2.703,-5.384
2.704,-22.39
2.705,-19.39
2.706,-7.374
2.707,3.632
2.708,6.632
2.709,6.632
2.710,0.6316
2.711,12.62
2.712,21.63
2.713,33.62
2.714,43.63
2.715,39.63
2.716,31.61
2.717,18.63
2.718,13.61
2.719,2.621
2.720,-0.3632
2.721,-4.389
2.722,-11.38
2.723,-17.37
2.724,-21.38
2.725,-19.39
2.726,-17.37
2.727,-12.38
2.728,-9.379
2.729,0.6316
2.730,8.621
2.731,2.621
2.732,-2.384
2.733,-15.38
2.734,-11.38
2.735,3.632
2.736,8.621
2.737,7.626
2.738,-2.384
2.739,-4.389
2.740,-7.374
2.741,0.6316
2.742,11.62
2.743,19.63
2.744,20.62
2.745,13.61
2.746,2.621
2.747,-3.379
2.748,-4.389
2.749,-3.379
2.750,-0.3632
2.751,-1.389
2.752,1.626
2.753,0.6316
2.754,-4.389
2.755,0.6316
2.756,-0.3632
2.757,-1.389
2.758,-5.384
2.759,-4.389
2.760,-5.384
2.761,-5.384
2.762,-5.384
2.763,-4.389
2.764,-6.379
2.765,-0.3632
2.766,-1.389
2.767,-6.379
2.768,-9.379
2.769,-11.38
2.770,-12.38
2.771,-9.379
2.772,-11.38
2.773,-7.374
2.774,-2.384
2.775,-0.3632
2.776,0.6316
2.777,1.626
2.778,-8.384
2.779,-12.38
2.780,-13.37
2.781,-5.384
2.782,8.621
2.783,8.621
2.784,8.621
2.785,6.632
2.786,5.621
2.787,3.632
2.788,-1.389
2.789,-4.389
2.790,0.6316
2.791,-0.3632
2.792,-3.379
2.793,2.621
2.794,12.62
2.795,14.62
2.796,8.621
2.797,8.621
2.798,14.62
2.799,10.63
2.800,4.626
2.801,8.621
2.802,20.62
2.803,12.62
2.804,5.621
2.805,-4.389
2.806,-8.384
2.807,-12.38
2.808,-11.38
2.809,-12.38
2.810,-18.36
2.811,-15.38
2.812,-13.37
2.813,-4.389
2.814,4.626
2.815,5.621
2.816,8.621
2.817,6.632
2.818,8.621
2.819,12.62
2.820,18.63
2.821,19.63
2.822,8.621
2.823,3.632
2.824,4.626
2.825,4.626
2.826,8.621
2.827,10.63
2.828,5.621
2.829,2.621
2.830,2.621
2.831,-1.389
2.832,-0.3632
2.833,-4.389
2.834,-8.384
2.835,-14.37
2.836,-15.38
2.837,-15.38
2.838,-19.39
2.839,-23.38
2.840,-21.38
2.841,-19.39
2.842,-19.39
2.843,-16.37
2.844,-10.37
2.845,-4.389
2.846,-3.379
2.847,-1.389
2.848,-4.389
2.849,1.626
2.850,16.61
2.851,27.62
2.852,23.62
2.853,16.61
2.854,14.62
2.855,5.621
2.856,4.626
2.857,6.632
2.858,7.626
2.859,-2.384
2.860,-3.379
2.861,3.632
2.862,3.632
2.863,0.6316
2.864,-5.384
2.865,-9.379
2.866,-13.37
2.867,-13.37
2.868,-6.379
2.869,-0.3632
2.870,3.632
2.871,8.621
2.872,6.632
2.873,10.63
2.874,10.63
2.875,5.621
2.876,-1.389
2.877,-3.379
2.878,-7.374
2.879,-15.38
2.880,-13.37
2.881,-10.37
2.882,-14.37
2.883,-16.37
2.884,-16.37
2.885,-16.37
2.886,-8.384
2.887,2.621
2.888,11.62
2.889,8.621
2.890,7.626
2.891,7.626
2.892,11.62
2.893,12.62
2.894,8.621
2.895,16.61
2.896,14.62
2.897,8.621
2.898,13.61
2.899,15.62
2.900,13.61
2.901,6.632
2.902,0.6316
2.903,-9.379
2.904,-15.38
2.905,-15.38
2.906,-10.37
2.907,-11.38
2.908,-14.37
2.909,-9.379
2.910,-7.374
2.911,-9.379
2.912,-10.37
2.913,-5.384
2.914,2.621
2.915,3.632
2.916,10.63
2.917,8.621
2.918,3.632
2.919,3.632
2.920,0.6316
2.921,0.6316
2.922,0.6316
2.923,7.626
2.924,23.62
2.925,17.64
2.926,2.621
2.927,-8.384
2.928,-6.379
2.929,-7.374
2.930,-5.384
2.931,0.6316
2.932,-1.389
2.933,5.621
2.934,2.621
2.935,4.626
2.936,-1.389
2.937,-9.379
2.938,-14.37
2.939,-14.37
2.940,-17.37
2.941,-16.37
2.942,-13.37
2.943,-12.38
2.944,-12.38
2.945,-6.379
2.946,-0.3632
2.947,-1.389
2.948,0.6316
2.949,-2.384
2.950,-4.389
2.951,2.621
2.952,13.61
2.953,28.63
2.954,27.62
2.955,23.62
2.956,11.62
2.957,6.632
2.958,6.632
2.959,-0.3632
2.960,-1.389
2.961,-5.384
2.962,-13.37
2.963,-20.38
2.964,-14.37
2.965,-5.384
2.966,2.621
2.967,11.62
2.968,8.621
2.969,2.621
2.970,2.621
2.971,-5.384
2.972,-3.379
2.973,4.626
2.974,15.62
2.975,16.61
2.976,15.62
2.977,7.626
2.978,0.6316
2.979,-6.379
2.980,-1.389
2.981,-4.389
2.982,-7.374
2.983,-10.37
2.984,0.6316
2.985,8.621
2.986,8.621
2.987,6.632
2.988,-0.3632
2.989,-6.379
2.990,-7.374
2.991,-16.37
2.992,-19.39
2.993,-22.39
2.994,-20.38
2.995,-22.39
2.996,-28.37
2.997,-29.38
2.998,-15.38
2.999,6.632
3.000,18.63
3.001,19.63
3.002,31.61
3.003,29.62
3.004,32.62
3.005,26.62
3.006,14.62
3.007,7.626
3.008,3.632
3.009,0.6316
3.010,-13.37
3.011,-14.37
3.012,-10.37
3.013,-7.374
3.014,-3.379
3.015,-5.384
3.016,-4.389
3.017,-8.384
3.018,-5.384
3.019,-2.384
3.020,2.621
3.021,2.621
3.022,5.621
3.023,14.62
3.024,12.62
3.025,2.621
3.026,-8.384
3.027,2.621
3.028,0.6316
3.029,-9.379
3.030,-13.37
3.031,-9.379
3.032,1.626
3.033,-0.3632
3.034,0.6316
3.035,-0.3632
3.036,-0.3632
3.037,2.621
3.038,7.626
3.039,5.621
3.040,0.6316
3.041,-7.374
3.042,-7.374
3.043,-2.384
3.044,-0.3632
3.045,0.6316
3.046,-1.389
3.047,-3.379
3.048,-6.379
3.049,-8.384
3.050,-11.38
3.051,-9.379
3.052,1.626
3.053,-0.3632
3.054,1.626
3.055,0.6316
3.056,7.626
3.057,11.62
3.058,-0.3632
3.059,-1.389
3.060,2.621
3.061,5.621
3.062,3.632
3.063,0.6316
3.064,0.6316
3.065,-0.3632
3.066,3.632
3.067,2.621
3.068,-2.384
3.069,-3.379
3.070,0.6316
3.071,0.6316
3.072,0.6316
3.073,3.632
3.074,-5.384
3.075,-7.374
3.076,-1.389
3.077,0.6316
3.078,0.6316
3.079,-2.384
3.080,-12.38
3.081,-0.3632
3.082,6.632
3.083,8.621
3.084,9.616
3.085,7.626
3.086,5.621
3.087,-2.384
3.088,-4.389
3.089,1.626
3.090,10.63
3.091,17.64
3.092,12.62
3.093,3.632
3.094,-9.379
3.095,-21.38
3.096,-39.38
3.097,-29.38
3.098,-16.37
3.099,-14.37
3.100,-8.384
3.101,-1.389
3.102,16.61
3.103,22.63
3.104,27.62
3.105,27.62
3.106,23.62
3.107,19.63
3.108,12.62
3.109,0.6316
3.110,-7.374
3.111,-13.37
3.112,-11.38
3.113,-9.379
3.114,-8.384
3.115,-4.389
3.116,-2.384
3.117,-5.384
3.118,-3.379
3.119,-3.379
3.120,-4.389
3.121,-5.384
3.122,-9.379
3.123,-13.37
3.124,-18.36
3.125,-24.38
3.126,-24.38
3.127,-22.39
3.128,-18.36
3.129,-10.37
3.130,4.626
3.131,33.62
3.132,45.62
3.133,36.63
3.134,27.62
3.135,18.63
3.136,6.632
3.137,-7.374
3.138,-23.38
3.139,-23.38
3.140,-18.36
3.141,-12.38
3.142,-0.3632
3.143,8.621
3.144,19.63
3.145,26.62
3.146,28.63
3.147,26.62
3.148,27.62
3.149,12.62
3.150,6.632
3.151,0.6316
3.152,-9.379
3.153,-16.37
3.154,-14.37
3.155,-9.379
3.156,0.6316
3.157,-0.3632
3.158,-2.384
3.159,-6.379
3.160,-6.379
3.161,-5.384
3.162,-5.384
3.163,-8.384
3.164,-13.37
3.165,-18.36
3.166,-22.39
3.167,-27.38
3.168,-23.38
3.169,-13.37
3.170,-2.384
3.171,0.6316
3.172,-0.3632
3.173,0.6316
3.174,10.63
3.175,18.63
3.176,17.64
3.177,13.61
3.178,21.63
3.179,24.63
3.180,16.61
3.181,3.632
3.182,-9.379
3.183,-18.36
3.184,-21.38
3.185,-18.36
3.186,-10.37
3.187,-3.379
3.188,2.621
3.189,21.63
3.190,20.62
3.191,18.63
3.192,11.62
3.193,5.621
3.194,-0.3632
3.195,-10.37
3.196,-15.38
3.197,-13.37
3.198,-7.374
3.199,-7.374
3.200,-4.389
3.201,-1.389
3.202,1.626
3.203,8.621
3.204,12.62
3.205,9.616
3.206,3.632
3.207,7.626
3.208,12.62
3.209,13.61
3.210,15.62
3.211,0.6316
3.212,0.6316
3.213,-3.379
3.214,0.6316
3.215,0.6316
3.216,-8.384
3.217,-9.379
3.218,-9.379
3.219,-11.38
3.220,-12.38
3.221,-12.38
3.222,-19.39
3.223,-20.38
3.224,-14.37
3.225,-13.37
3.226,-8.384
3.227,1.626
3.228,4.626
3.229,12.62
3.230,12.62
3.231,16.61
3.232,20.62
3.233,20.62
3.234,16.61
3.235,5.621
3.236,8.621
3.237,8.621
3.238,0.6316
3.239,-7.374
3.240,-8.384
3.241,-12.38
3.242,-13.37
3.243,-16.37
3.244,-22.39
3.245,-27.38
3.246,-21.38
3.247,-15.38
3.248,-6.379
3.249,-6.379
3.250,-1.389
3.251,1.626
3.252,15.62
3.253,26.62
3.254,32.62
3.255,30.62
3.256,24.63
